"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 09:18:15,26984013,13491595,6745802,6746616
2024-04-18 09:18:30,26984013,13491595,6745802,6746616
2024-04-18 09:18:45,26984013,13491595,6745802,6746616
2024-04-18 09:19:00,26984013,13491595,6745802,6746616
2024-04-18 09:19:15,26984013,13491595,6745802,6746616
2024-04-18 09:19:30,26984013,13491595,6745802,6746616
2024-04-18 09:19:45,26984013,13491595,6745802,6746616
2024-04-18 09:20:00,26984018,13491598,6745803,6746617
2024-04-18 09:20:15,26984043,13491613,6745808,6746622
2024-04-18 09:20:30,26984058,13491619,6745811,6746628
2024-04-18 09:20:45,26984068,13491625,6745813,6746630
2024-04-18 09:21:00,26984073,13491628,6745814,6746631
2024-04-18 09:21:15,26984073,13491628,6745814,6746631
2024-04-18 09:21:30,26984086,13491634,6745818,6746634
2024-04-18 09:21:45,26984088,13491636,6745818,6746634
2024-04-18 09:22:00,26984112,13491650,6745823,6746639
2024-04-18 09:22:15,26984127,13491659,6745826,6746642
2024-04-18 09:22:30,26984135,13491663,6745828,6746644
2024-04-18 09:22:45,26984188,13491690,6745841,6746657
2024-04-18 09:23:00,26984344,13491766,6745879,6746699
2024-04-18 09:23:15,26984452,13491820,6745906,6746726
2024-04-18 09:23:30,26985215,13492203,6746096,6746916
2024-04-18 09:23:45,26985437,13492322,6746141,6746974
2024-04-18 09:24:00,26985723,13492482,6746197,6747044
2024-04-18 09:24:15,26985779,13492504,6746214,6747061
