"Time","machine69","machine70","All Machines","machine77"
2024-04-19 18:01:30,0.000420,0.000229,0.000854,0.000206
2024-04-19 18:01:45,0.00121,0.000229,0.00243,0.000999
2024-04-19 18:02:00,0.00121,0.000229,0.00243,0.000999
2024-04-19 18:02:15,0.00121,0.00548,0.00768,0.000999
2024-04-19 18:02:30,0.00121,0.00548,0.00768,0.000999
2024-04-19 18:02:45,0.0112,0.00548,0.0229,0.00623
2024-04-19 18:03:00,0.0112,0.00548,0.0229,0.00623
2024-04-19 18:03:15,0.0112,0.0141,0.0316,0.00623
2024-04-19 18:03:30,0.0112,0.0141,0.0316,0.00623
2024-04-19 18:03:45,0.0213,0.0141,0.0469,0.0115
2024-04-19 18:04:00,0.0213,0.0141,0.0469,0.0115
2024-04-19 18:04:15,0.0213,0.0228,0.0555,0.0115
2024-04-19 18:04:30,0.0213,0.0228,0.0555,0.0115
2024-04-19 18:04:45,0.0316,0.0228,0.0711,0.0167
2024-04-19 18:05:00,0.0316,0.0228,0.0711,0.0167
2024-04-19 18:05:15,0.0316,0.0314,0.0798,0.0167
2024-04-19 18:05:30,0.0316,0.0314,0.0798,0.0167
