"Time","Total","Peers","Orderers"
2024-06-14 18:12:00,3.98,3.30,0.680
2024-06-14 18:12:15,4.38,3.58,0.800
2024-06-14 18:12:30,14.8,12.4,2.40
2024-06-14 18:12:45,28.4,22.5,5.98
2024-06-14 18:13:00,51.1,42.2,8.82
2024-06-14 18:13:15,64.1,52.3,11.7
2024-06-14 18:13:30,65.3,53.7,11.6
2024-06-14 18:13:45,66.1,54.2,11.9
2024-06-14 18:14:00,66.8,54.8,12.0
2024-06-14 18:14:15,68.5,56.2,12.3
2024-06-14 18:14:30,68.7,56.6,12.1
2024-06-14 18:14:45,67.1,55.3,11.8
2024-06-14 18:15:00,65.4,53.9,11.5
2024-06-14 18:15:15,66.0,54.5,11.6
2024-06-14 18:15:30,67.0,55.2,11.8
2024-06-14 18:15:45,69.6,56.3,13.3
2024-06-14 18:16:00,70.8,58.0,12.8
2024-06-14 18:16:15,73.1,59.7,13.4
2024-06-14 18:16:30,64.7,52.6,12.0
2024-06-14 18:16:45,49.0,41.2,7.76
2024-06-14 18:17:00,22.3,17.9,4.40
2024-06-14 18:17:15,7.16,6.38,0.780
2024-06-14 18:17:30,4.00,3.34,0.660
2024-06-14 18:17:45,3.90,3.24,0.660
2024-06-14 18:18:00,3.88,3.18,0.700
