"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 18:12:00,234511,2818,3492,250
2024-06-14 18:12:15,243485,3351,3632,245
2024-06-14 18:12:30,698403,11359,14156,2861
2024-06-14 18:12:45,2137899,58295,37877,9505
2024-06-14 18:13:00,3123914,87220,56149,14400
2024-06-14 18:13:15,4258907,119300,74332,20864
2024-06-14 18:13:30,4245016,115172,74283,21095
2024-06-14 18:13:45,4266337,119490,73262,21094
2024-06-14 18:14:00,4253556,120163,73735,21111
2024-06-14 18:14:15,4293837,119832,73162,21170
2024-06-14 18:14:30,4281571,119680,73586,21120
2024-06-14 18:14:45,4301415,119485,73257,21134
2024-06-14 18:15:00,4285581,119108,73133,20489
2024-06-14 18:15:15,4257745,118362,72751,21338
2024-06-14 18:15:30,4230086,117570,71882,21376
2024-06-14 18:15:45,4223930,117332,71249,21454
2024-06-14 18:16:00,4225989,118490,70444,21209
2024-06-14 18:16:15,4222120,118252,70315,20920
2024-06-14 18:16:30,3824118,113066,64159,18839
2024-06-14 18:16:45,2430347,66562,40112,11544
2024-06-14 18:17:00,1417813,31922,24947,6280
2024-06-14 18:17:15,215312,2623,3350,88.9
2024-06-14 18:17:30,207198,2464,3231,126
2024-06-14 18:17:45,209940,2532,3212,122
2024-06-14 18:18:00,208642,2602,3220,206
