"Time","Total","Peers","Orderers"
2024-06-14 18:12:00,772,0.151,0.000641
2024-06-14 18:12:15,772,0.151,0.000641
2024-06-14 18:12:30,772,0.151,0.000664
2024-06-14 18:12:45,772,0.151,0.000664
2024-06-14 18:13:00,772,0.151,0.000664
2024-06-14 18:13:15,772,0.151,0.000664
2024-06-14 18:13:30,772,0.156,0.00259
2024-06-14 18:13:45,772,0.156,0.00259
2024-06-14 18:14:00,772,0.156,0.00259
2024-06-14 18:14:15,772,0.156,0.00259
2024-06-14 18:14:30,772,0.161,0.00455
2024-06-14 18:14:45,773,0.161,0.00455
2024-06-14 18:15:00,773,0.161,0.00455
2024-06-14 18:15:15,773,0.161,0.00455
2024-06-14 18:15:30,773,0.167,0.00652
2024-06-14 18:15:45,773,0.167,0.00652
2024-06-14 18:16:00,773,0.167,0.00652
2024-06-14 18:16:15,773,0.167,0.00652
2024-06-14 18:16:30,773,0.172,0.00848
2024-06-14 18:16:45,773,0.172,0.00848
2024-06-14 18:17:00,773,0.172,0.00848
2024-06-14 18:17:15,773,0.172,0.00848
2024-06-14 18:17:30,773,0.172,0.00853
2024-06-14 18:17:45,773,0.172,0.00853
2024-06-14 18:18:00,773,0.172,0.00853
