"Time","Total","Peers","Orderers"
2024-06-14 18:12:00,657,0.128,0.000545
2024-06-14 18:12:15,657,0.128,0.000545
2024-06-14 18:12:30,657,0.128,0.000565
2024-06-14 18:12:45,657,0.128,0.000565
2024-06-14 18:13:00,657,0.128,0.000565
2024-06-14 18:13:15,657,0.128,0.000565
2024-06-14 18:13:30,657,0.133,0.00221
2024-06-14 18:13:45,657,0.133,0.00221
2024-06-14 18:14:00,657,0.133,0.00221
2024-06-14 18:14:15,657,0.133,0.00221
2024-06-14 18:14:30,657,0.137,0.00388
2024-06-14 18:14:45,657,0.137,0.00388
2024-06-14 18:15:00,657,0.137,0.00388
2024-06-14 18:15:15,658,0.137,0.00388
2024-06-14 18:15:30,658,0.142,0.00554
2024-06-14 18:15:45,658,0.142,0.00554
2024-06-14 18:16:00,658,0.142,0.00554
2024-06-14 18:16:15,658,0.142,0.00554
2024-06-14 18:16:30,658,0.146,0.00721
2024-06-14 18:16:45,658,0.146,0.00721
2024-06-14 18:17:00,658,0.146,0.00721
2024-06-14 18:17:15,658,0.146,0.00721
2024-06-14 18:17:30,658,0.147,0.00726
2024-06-14 18:17:45,658,0.147,0.00726
2024-06-14 18:18:00,658,0.147,0.00726
