"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 18:12:00,0,0,0,0
2024-06-14 18:12:15,0,0,0,0
2024-06-14 18:12:30,0,0,0,0
2024-06-14 18:12:45,103,0,0,60.1
2024-06-14 18:13:00,429,7.71,7.35,70.5
2024-06-14 18:13:15,611,27.2,25.2,76.4
2024-06-14 18:13:30,663,30.2,29.2,86.8
2024-06-14 18:13:45,3148,236,176,118
2024-06-14 18:14:00,3401,255,196,126
2024-06-14 18:14:15,3824,289,224,141
2024-06-14 18:14:30,3389,219,196,154
2024-06-14 18:14:45,3594,218,211,140
2024-06-14 18:15:00,3263,178,170,115
2024-06-14 18:15:15,3836,193,179,115
2024-06-14 18:15:30,3188,140,163,111
2024-06-14 18:15:45,2075,125,142,64.5
2024-06-14 18:16:00,1843,134,151,64.3
2024-06-14 18:16:15,3864,244,215,123
2024-06-14 18:16:30,3842,249,204,116
2024-06-14 18:16:45,3566,228,204,116
2024-06-14 18:17:00,2420,75.3,133,75.9
2024-06-14 18:17:15,1388,83.9,57.8,38.4
2024-06-14 18:17:30,3791,190,184,129
2024-06-14 18:17:45,3938,244,209,139
2024-06-14 18:18:00,4906,303,262,167
