"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 18:12:00,302855,31186,31268,20787
2024-06-14 18:12:15,254471,26523,26827,17662
2024-06-14 18:12:30,368772,38848,39293,27076
2024-06-14 18:12:45,434061,38933,39181,33160
2024-06-14 18:13:00,485927,42084,40383,39738
2024-06-14 18:13:15,466867,33796,33027,38915
2024-06-14 18:13:30,568359,46295,43030,47188
2024-06-14 18:13:45,600021,48507,47910,48932
2024-06-14 18:14:00,626244,52214,49765,50407
2024-06-14 18:14:15,653569,52957,47100,54514
2024-06-14 18:14:30,658971,54550,52827,54672
2024-06-14 18:14:45,724890,63292,64188,57325
2024-06-14 18:15:00,684723,57353,61451,54060
2024-06-14 18:15:15,607948,49315,48725,49350
2024-06-14 18:15:30,522048,39047,35615,42255
2024-06-14 18:15:45,681365,54256,57162,54440
2024-06-14 18:16:00,617267,49317,50645,50305
2024-06-14 18:16:15,673057,55634,55067,53535
2024-06-14 18:16:30,582517,50828,43247,41479
2024-06-14 18:16:45,501118,43877,43551,38512
2024-06-14 18:17:00,495336,49340,49354,36200
2024-06-14 18:17:15,429119,44393,44564,29620
2024-06-14 18:17:30,486964,46090,52788,35619
2024-06-14 18:17:45,425705,46342,48483,31140
2024-06-14 18:18:00,340177,38455,37695,24446
