"Time","orderers","peers","Total"
2024-06-14 18:12:00,0.388,345,345
2024-06-14 18:12:15,0.388,344,344
2024-06-14 18:12:30,0.516,346,346
2024-06-14 18:12:45,0.726,349,349
2024-06-14 18:13:00,0.887,349,349
2024-06-14 18:13:15,0.928,349,349
2024-06-14 18:13:30,1.13,351,351
2024-06-14 18:13:45,1.31,352,352
2024-06-14 18:14:00,1.35,352,352
2024-06-14 18:14:15,1.34,354,354
2024-06-14 18:14:30,1.55,357,357
2024-06-14 18:14:45,1.46,357,357
2024-06-14 18:15:00,1.62,359,359
2024-06-14 18:15:15,1.83,357,357
2024-06-14 18:15:30,1.89,358,358
2024-06-14 18:15:45,1.91,361,361
2024-06-14 18:16:00,2.04,363,363
2024-06-14 18:16:15,2.05,361,361
2024-06-14 18:16:30,2.14,364,364
2024-06-14 18:16:45,2.15,363,363
2024-06-14 18:17:00,2.15,363,363
2024-06-14 18:17:15,2.15,362,362
2024-06-14 18:17:30,2.15,362,362
2024-06-14 18:17:45,2.15,362,362
2024-06-14 18:18:00,2.15,362,362
