"Time","machine69","machine70","All Machines","machine77"
2024-04-19 19:00:15,0.0414,0.0204,0.0738,0.0429
2024-04-19 19:00:30,0.0414,0.0204,0.0738,0.0429
2024-04-19 19:00:45,0.0414,0.0531,0.0901,0.0429
2024-04-19 19:01:00,0.0414,0.0531,0.0901,0.0429
2024-04-19 19:01:15,0.0807,0.0531,0.147,0.0804
2024-04-19 19:01:30,0.0807,0.0531,0.147,0.0804
2024-04-19 19:01:45,0.0807,0.0859,0.164,0.0804
2024-04-19 19:02:00,0.0807,0.0859,0.164,0.0804
2024-04-19 19:02:15,0.117,0.0859,0.219,0.118
2024-04-19 19:02:30,0.117,0.0859,0.219,0.118
2024-04-19 19:02:45,0.117,0.119,0.236,0.118
2024-04-19 19:03:00,0.117,0.119,0.236,0.118
