"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 19:00:15,9.53,3.19,1.05,5.29
2024-04-19 19:00:30,11.5,4.18,2.09,5.26
2024-04-19 19:00:45,9.52,4.23,1.07,4.23
2024-04-19 19:01:00,11.6,4.16,2.13,5.34
2024-04-19 19:01:15,11.5,3.10,2.09,6.36
2024-04-19 19:01:30,10.5,2.10,1.06,7.38
2024-04-19 19:01:45,12.5,2.06,0,10.5
2024-04-19 19:02:00,7.55,1.07,1.07,5.40
2024-04-19 19:02:15,9.50,2.12,2.10,5.28
2024-04-19 19:02:30,8.47,1.08,3.17,4.21
2024-04-19 19:02:45,7.41,1.06,3.20,3.15
2024-04-19 19:03:00,8.47,2.14,3.17,3.15
