"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 14:29:00,400355,44028,41505,27518
2024-06-13 14:29:15,224188,23330,23167,15915
2024-06-13 14:29:30,252091,26599,28594,15807
2024-06-13 14:29:45,329833,34456,34473,22933
2024-06-13 14:30:00,358543,37500,36849,25897
2024-06-13 14:30:15,510571,49488,49748,37392
2024-06-13 14:30:30,437378,42261,35427,33600
2024-06-13 14:30:45,626441,53143,50824,49528
2024-06-13 14:31:00,620899,52955,47842,52379
2024-06-13 14:31:15,667767,55737,54893,53739
2024-06-13 14:31:30,487060,36246,35509,39853
2024-06-13 14:31:45,511228,37885,38860,40276
2024-06-13 14:32:00,554368,44740,41547,46183
2024-06-13 14:32:15,597417,46316,47413,49052
2024-06-13 14:32:30,636403,52573,50314,51500
2024-06-13 14:32:45,565630,43995,43233,45828
2024-06-13 14:33:00,556680,38966,45167,45892
2024-06-13 14:33:15,640599,52950,51906,51471
2024-06-13 14:33:30,603701,48826,46821,49645
2024-06-13 14:33:45,613257,50963,49065,50532
2024-06-13 14:34:00,627210,49134,51521,51023
2024-06-13 14:34:15,615175,54999,54002,48339
2024-06-13 14:34:30,497489,44851,45979,36339
2024-06-13 14:34:45,388607,40945,40867,25580
2024-06-13 14:35:00,216555,23011,22736,14702
