"Time","machine69","machine70","All Machines","machine77"
2024-06-13 14:29:00,430,401,616,201
2024-06-13 14:29:15,430,401,616,201
2024-06-13 14:29:30,430,401,616,201
2024-06-13 14:29:45,430,401,616,201
2024-06-13 14:30:00,430,401,616,201
2024-06-13 14:30:15,430,401,616,201
2024-06-13 14:30:30,430,401,616,201
2024-06-13 14:30:45,430,401,616,201
2024-06-13 14:31:00,430,401,616,201
2024-06-13 14:31:15,430,401,616,201
2024-06-13 14:31:30,430,401,617,201
2024-06-13 14:31:45,430,401,617,201
2024-06-13 14:32:00,430,401,617,201
2024-06-13 14:32:15,431,401,617,201
2024-06-13 14:32:30,431,402,617,201
2024-06-13 14:32:45,431,402,617,201
2024-06-13 14:33:00,431,402,617,201
2024-06-13 14:33:15,431,402,617,201
2024-06-13 14:33:30,431,402,617,201
2024-06-13 14:33:45,431,402,617,201
2024-06-13 14:34:00,431,402,618,201
2024-06-13 14:34:15,431,402,618,201
2024-06-13 14:34:30,431,402,618,201
2024-06-13 14:34:45,431,402,618,201
2024-06-13 14:35:00,431,402,618,201
