"Time","Total","Peers","Orderers"
2024-06-13 14:29:00,616,0.128,0.000542
2024-06-13 14:29:15,616,0.128,0.000542
2024-06-13 14:29:30,616,0.128,0.000542
2024-06-13 14:29:45,616,0.128,0.000542
2024-06-13 14:30:00,616,0.128,0.000545
2024-06-13 14:30:15,616,0.128,0.000545
2024-06-13 14:30:30,616,0.128,0.000545
2024-06-13 14:30:45,616,0.128,0.000545
2024-06-13 14:31:00,616,0.132,0.00148
2024-06-13 14:31:15,616,0.132,0.00148
2024-06-13 14:31:30,617,0.132,0.00148
2024-06-13 14:31:45,617,0.132,0.00148
2024-06-13 14:32:00,617,0.137,0.00254
2024-06-13 14:32:15,617,0.137,0.00254
2024-06-13 14:32:30,617,0.137,0.00254
2024-06-13 14:32:45,617,0.137,0.00254
2024-06-13 14:33:00,617,0.141,0.00358
2024-06-13 14:33:15,617,0.141,0.00358
2024-06-13 14:33:30,617,0.141,0.00358
2024-06-13 14:33:45,617,0.141,0.00358
2024-06-13 14:34:00,618,0.146,0.00463
2024-06-13 14:34:15,618,0.146,0.00463
2024-06-13 14:34:30,618,0.146,0.00463
2024-06-13 14:34:45,618,0.146,0.00463
2024-06-13 14:35:00,618,0.146,0.00476
