"Time","All machines","machine69","machine70","machine77"
2024-06-13 14:29:00,251633,91621,80139,80060
2024-06-13 14:29:15,250986,94083,78044,77904
2024-06-13 14:29:30,251946,94053,78857,79453
2024-06-13 14:29:45,245456,100705,80338,80596
2024-06-13 14:30:00,352469,123062,119039,101301
2024-06-13 14:30:15,1322327,724559,244150,232103
2024-06-13 14:30:30,2003951,1101828,506909,493048
2024-06-13 14:30:45,3245248,1831427,659110,646389
2024-06-13 14:31:00,3492983,1978146,760098,758656
2024-06-13 14:31:15,3486985,1965002,762145,760308
2024-06-13 14:31:30,3362544,1922464,725322,727335
2024-06-13 14:31:45,3350438,1910662,718741,721185
2024-06-13 14:32:00,3340450,1906333,717347,719415
2024-06-13 14:32:15,3414567,1937313,740310,724927
2024-06-13 14:32:30,3408280,1932153,741392,740179
2024-06-13 14:32:45,3492134,2016133,738619,738411
2024-06-13 14:33:00,3469561,2020909,732099,732179
2024-06-13 14:33:15,3490416,2052029,724415,727019
2024-06-13 14:33:30,3380952,1970518,717895,718474
2024-06-13 14:33:45,3364652,1947656,712162,712395
2024-06-13 14:34:00,3344441,1932165,701194,708889
2024-06-13 14:34:15,2445815,1380455,577543,598837
2024-06-13 14:34:30,1720973,1015260,321630,338279
2024-06-13 14:34:45,573650,294953,196608,213974
2024-06-13 14:35:00,248448,94262,76966,76341
