"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:05:15,205766,3079,3385,273
2024-06-23 22:05:30,207954,2932,3421,215
2024-06-23 22:05:45,210762,3007,3451,241
2024-06-23 22:06:00,683797,22752,11017,3713
2024-06-23 22:06:15,2013074,67088,41477,8362
2024-06-23 22:06:30,2923634,102206,59533,12249
2024-06-23 22:06:45,3837252,132528,78250,17154
2024-06-23 22:07:00,3845673,132804,78077,17080
2024-06-23 22:07:15,3856800,133364,77854,17053
2024-06-23 22:07:30,3834060,128200,77504,17129
2024-06-23 22:07:45,3825800,132197,77315,17203
2024-06-23 22:08:00,3811445,131792,77029,16667
2024-06-23 22:08:15,3814578,132021,77208,17258
2024-06-23 22:08:30,3785533,131782,77109,17310
2024-06-23 22:08:45,3806916,131935,77068,17285
2024-06-23 22:09:00,3711571,131207,76342,17355
2024-06-23 22:09:15,3767159,131396,75890,17460
2024-06-23 22:09:30,3767726,131004,76213,17489
2024-06-23 22:09:45,3796583,131334,76628,17472
2024-06-23 22:10:00,3399691,110837,71535,15691
2024-06-23 22:10:15,2134491,72993,43031,9364
2024-06-23 22:10:30,1256013,31212,24334,5516
2024-06-23 22:10:45,200786,2482,3221,49.6
2024-06-23 22:11:00,200588,2461,3247,68.1
2024-06-23 22:11:15,198049,2473,3212,58.3
