"Time","machine69","machine70","Total","machine77"
2024-06-23 22:05:15,236,310,861,315
2024-06-23 22:05:30,235,311,860,316
2024-06-23 22:05:45,238,312,857,314
2024-06-23 22:06:00,254,370,966,365
2024-06-23 22:06:15,364,438,1274,433
2024-06-23 22:06:30,419,547,1475,540
2024-06-23 22:06:45,511,597,1719,594
2024-06-23 22:07:00,509,578,1670,579
2024-06-23 22:07:15,508,584,1673,585
2024-06-23 22:07:30,513,592,1681,590
2024-06-23 22:07:45,515,591,1700,594
2024-06-23 22:08:00,514,575,1677,574
2024-06-23 22:08:15,504,567,1625,567
2024-06-23 22:08:30,496,555,1584,553
2024-06-23 22:08:45,487,550,1580,550
2024-06-23 22:09:00,494,557,1594,557
2024-06-23 22:09:15,505,571,1645,569
2024-06-23 22:09:30,512,580,1664,576
2024-06-23 22:09:45,511,580,1670,586
2024-06-23 22:10:00,488,523,1586,532
2024-06-23 22:10:15,403,493,1377,497
2024-06-23 22:10:30,359,400,1190,407
2024-06-23 22:10:45,274,352,953,347
2024-06-23 22:11:00,276,329,935,325
2024-06-23 22:11:15,251,334,910,329
