"Time","orderers","peers","Total"
2024-06-23 22:05:15,0.386,341,341
2024-06-23 22:05:30,0.387,340,340
2024-06-23 22:05:45,0.387,343,343
2024-06-23 22:06:00,0.546,344,344
2024-06-23 22:06:15,0.727,345,345
2024-06-23 22:06:30,0.920,347,347
2024-06-23 22:06:45,0.903,348,348
2024-06-23 22:07:00,1.12,349,349
2024-06-23 22:07:15,1.30,349,349
2024-06-23 22:07:30,1.12,350,350
2024-06-23 22:07:45,1.37,352,352
2024-06-23 22:08:00,1.54,354,354
2024-06-23 22:08:15,1.45,356,356
2024-06-23 22:08:30,1.62,356,356
2024-06-23 22:08:45,1.84,357,357
2024-06-23 22:09:00,1.83,356,356
2024-06-23 22:09:15,1.94,358,358
2024-06-23 22:09:30,2.07,360,360
2024-06-23 22:09:45,2.05,360,360
2024-06-23 22:10:00,2.15,360,360
2024-06-23 22:10:15,2.15,360,360
2024-06-23 22:10:30,2.16,361,361
2024-06-23 22:10:45,2.16,360,360
2024-06-23 22:11:00,2.16,361,361
2024-06-23 22:11:15,2.16,360,360
