"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:05:15,252833,2921,3294,403
2024-06-23 22:05:30,252383,2784,3338,328
2024-06-23 22:05:45,256512,2841,3364,350
2024-06-23 22:06:00,766173,22302,10521,3737
2024-06-23 22:06:15,2201977,66724,40772,7813
2024-06-23 22:06:30,3209860,102055,58603,11110
2024-06-23 22:06:45,4192742,132343,76067,15160
2024-06-23 22:07:00,4204984,132469,75463,15208
2024-06-23 22:07:15,4213593,132479,75114,15180
2024-06-23 22:07:30,4192680,127682,74447,15156
2024-06-23 22:07:45,4182066,131901,74076,15058
2024-06-23 22:08:00,4173470,131709,73784,14518
2024-06-23 22:08:15,4179230,132225,73311,15027
2024-06-23 22:08:30,4146202,131943,72910,14999
2024-06-23 22:08:45,4175101,132273,73079,15043
2024-06-23 22:09:00,4066284,131608,72328,15033
2024-06-23 22:09:15,4135845,131799,72267,15079
2024-06-23 22:09:30,4135035,131675,72181,15056
2024-06-23 22:09:45,4162774,131912,72993,15046
2024-06-23 22:10:00,3725964,111142,68585,13582
2024-06-23 22:10:15,2360151,72766,41227,8169
2024-06-23 22:10:30,1390850,30968,22586,4821
2024-06-23 22:10:45,247007,2334,3153,45.9
2024-06-23 22:11:00,248514,2371,3175,64.9
2024-06-23 22:11:15,243979,2375,3139,47.3
