"Time","machine69","machine70","All Machines","machine77"
2024-06-23 22:05:15,277,232,741,232
2024-06-23 22:05:30,277,232,741,232
2024-06-23 22:05:45,277,232,741,232
2024-06-23 22:06:00,277,232,741,232
2024-06-23 22:06:15,277,232,742,232
2024-06-23 22:06:30,277,232,742,232
2024-06-23 22:06:45,277,232,742,232
2024-06-23 22:07:00,277,233,742,233
2024-06-23 22:07:15,277,233,742,233
2024-06-23 22:07:30,277,233,742,233
2024-06-23 22:07:45,277,233,742,233
2024-06-23 22:08:00,277,233,742,233
2024-06-23 22:08:15,277,233,742,233
2024-06-23 22:08:30,277,233,742,233
2024-06-23 22:08:45,277,233,743,233
2024-06-23 22:09:00,277,233,743,233
2024-06-23 22:09:15,277,233,743,233
2024-06-23 22:09:30,277,233,743,233
2024-06-23 22:09:45,277,233,743,233
2024-06-23 22:10:00,277,233,743,233
2024-06-23 22:10:15,277,233,743,233
2024-06-23 22:10:30,277,233,743,233
2024-06-23 22:10:45,277,233,743,233
2024-06-23 22:11:00,277,233,743,233
2024-06-23 22:11:15,277,233,743,233
