"Time","machine69","machine70","All Machines","machine77"
2024-06-23 22:05:15,471,396,631,198
2024-06-23 22:05:30,471,396,631,198
2024-06-23 22:05:45,471,396,631,198
2024-06-23 22:06:00,471,396,631,198
2024-06-23 22:06:15,471,396,631,198
2024-06-23 22:06:30,471,396,631,198
2024-06-23 22:06:45,471,396,631,198
2024-06-23 22:07:00,471,396,631,198
2024-06-23 22:07:15,471,396,631,198
2024-06-23 22:07:30,471,396,631,198
2024-06-23 22:07:45,471,396,632,198
2024-06-23 22:08:00,471,396,632,198
2024-06-23 22:08:15,472,396,632,198
2024-06-23 22:08:30,472,396,632,198
2024-06-23 22:08:45,472,396,632,198
2024-06-23 22:09:00,472,396,632,198
2024-06-23 22:09:15,472,396,632,198
2024-06-23 22:09:30,472,396,632,198
2024-06-23 22:09:45,472,396,632,198
2024-06-23 22:10:00,472,396,633,198
2024-06-23 22:10:15,472,396,633,198
2024-06-23 22:10:30,472,396,633,198
2024-06-23 22:10:45,472,396,633,198
2024-06-23 22:11:00,472,396,633,198
2024-06-23 22:11:15,472,396,633,198
