"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 22:05:15,40.5,1.04,0,39.5
2024-06-23 22:05:30,2.31,0,0,0
2024-06-23 22:05:45,244,1.04,0,59.8
2024-06-23 22:06:00,272,1.14,0,66.4
2024-06-23 22:06:15,248,1.05,0,61.7
2024-06-23 22:06:30,95.6,1.16,0,0
2024-06-23 22:06:45,11.0,0,0,0
2024-06-23 22:07:00,9.67,0,0,0
2024-06-23 22:07:15,99.2,0,0,3.16
2024-06-23 22:07:30,87.1,0,0,3.38
2024-06-23 22:07:45,100,0,0,3.13
2024-06-23 22:08:00,89.6,0,0,3.45
2024-06-23 22:08:15,7.38,0,0,0
2024-06-23 22:08:30,9.16,0,1.00,0
2024-06-23 22:08:45,170,0,1.10,0
2024-06-23 22:09:00,199,4.59,1.25,0
2024-06-23 22:09:15,181,4.39,1.10,0
2024-06-23 22:09:30,200,4.61,0,0
2024-06-23 22:09:45,6.63,0,0,0
2024-06-23 22:10:00,6.70,0,0,0
2024-06-23 22:10:15,94.2,0,0,1.03
2024-06-23 22:10:30,110,0,0,1.12
2024-06-23 22:10:45,106,0,2.23,1.05
2024-06-23 22:11:00,24.6,0,2.42,1.13
2024-06-23 22:11:15,20.8,0,2.22,0
