"Time","orderers","peers","Total"
2024-06-23 22:05:15,0.123,109,109
2024-06-23 22:05:30,0.124,109,109
2024-06-23 22:05:45,0.124,110,110
2024-06-23 22:06:00,0.175,110,110
2024-06-23 22:06:15,0.233,111,111
2024-06-23 22:06:30,0.294,111,111
2024-06-23 22:06:45,0.289,111,111
2024-06-23 22:07:00,0.359,112,112
2024-06-23 22:07:15,0.416,112,112
2024-06-23 22:07:30,0.357,112,112
2024-06-23 22:07:45,0.439,113,113
2024-06-23 22:08:00,0.494,113,113
2024-06-23 22:08:15,0.465,114,114
2024-06-23 22:08:30,0.519,114,114
2024-06-23 22:08:45,0.590,114,114
2024-06-23 22:09:00,0.586,114,114
2024-06-23 22:09:15,0.620,114,114
2024-06-23 22:09:30,0.662,115,115
2024-06-23 22:09:45,0.657,115,115
2024-06-23 22:10:00,0.688,115,115
2024-06-23 22:10:15,0.689,115,115
2024-06-23 22:10:30,0.690,115,115
2024-06-23 22:10:45,0.691,115,115
2024-06-23 22:11:00,0.691,116,116
2024-06-23 22:11:15,0.691,115,115
