"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 19:26:45,81.8,7.15,7.30,4.81
2024-06-13 19:27:00,0,0,0,0
2024-06-13 19:27:15,103,4.77,0,1.18
2024-06-13 19:27:30,324,24.0,21.7,14.3
2024-06-13 19:27:45,548,38.3,36.0,26.3
2024-06-13 19:28:00,691,54.0,50.8,35.5
2024-06-13 19:28:15,371,28.5,28.6,21.7
2024-06-13 19:28:30,213,15.7,17.9,12.9
2024-06-13 19:28:45,0,0,0,0
2024-06-13 19:29:00,85.2,7.14,7.66,4.88
2024-06-13 19:29:15,128,10.7,10.7,7.17
2024-06-13 19:29:30,128,10.5,10.2,7.49
2024-06-13 19:29:45,44.4,3.58,3.62,2.40
2024-06-13 19:30:00,6.78,0,2.03,0
2024-06-13 19:30:15,91.4,7.22,12.1,4.78
2024-06-13 19:30:30,252,22.8,29.5,14.0
2024-06-13 19:30:45,244,21.6,26.4,14.3
2024-06-13 19:31:00,195,19.1,18.7,12.6
2024-06-13 19:31:15,37.6,2.34,2.36,2.33
2024-06-13 19:31:30,81.9,7.22,7.25,4.74
2024-06-13 19:31:45,81.7,7.13,7.16,4.81
2024-06-13 19:32:00,81.9,7.14,7.28,4.80
