"Time","machine69","machine70","All Machines","machine77"
2024-06-13 19:26:45,403,389,599,203
2024-06-13 19:27:00,403,389,599,203
2024-06-13 19:27:15,403,389,599,203
2024-06-13 19:27:30,403,389,599,203
2024-06-13 19:27:45,403,389,599,203
2024-06-13 19:28:00,403,389,599,203
2024-06-13 19:28:15,403,389,599,203
2024-06-13 19:28:30,403,390,599,203
2024-06-13 19:28:45,403,390,599,203
2024-06-13 19:29:00,404,390,599,203
2024-06-13 19:29:15,404,390,599,203
2024-06-13 19:29:30,404,390,600,203
2024-06-13 19:29:45,404,390,600,203
2024-06-13 19:30:00,404,390,600,203
2024-06-13 19:30:15,404,390,600,203
2024-06-13 19:30:30,404,390,600,203
2024-06-13 19:30:45,404,390,600,203
2024-06-13 19:31:00,404,390,600,203
2024-06-13 19:31:15,404,390,600,203
2024-06-13 19:31:30,404,390,600,203
2024-06-13 19:31:45,404,390,600,203
2024-06-13 19:32:00,404,390,600,203
