"Time","orderers","peers","Total"
2024-06-13 19:26:45,0.123,111,111
2024-06-13 19:27:00,0.130,111,111
2024-06-13 19:27:15,0.187,112,112
2024-06-13 19:27:30,0.232,112,112
2024-06-13 19:27:45,0.313,113,113
2024-06-13 19:28:00,0.304,113,113
2024-06-13 19:28:15,0.374,113,113
2024-06-13 19:28:30,0.416,114,114
2024-06-13 19:28:45,0.390,114,114
2024-06-13 19:29:00,0.432,114,114
2024-06-13 19:29:15,0.507,115,115
2024-06-13 19:29:30,0.494,115,115
2024-06-13 19:29:45,0.547,115,115
2024-06-13 19:30:00,0.600,116,116
2024-06-13 19:30:15,0.582,116,116
2024-06-13 19:30:30,0.624,116,116
2024-06-13 19:30:45,0.700,117,117
2024-06-13 19:31:00,0.666,117,117
2024-06-13 19:31:15,0.675,116,116
2024-06-13 19:31:30,0.675,118,118
2024-06-13 19:31:45,0.675,117,117
2024-06-13 19:32:00,0.676,117,117
