"Time","Total","Peers","Orderers","Couchsdb"
2024-06-13 19:26:45,226555,3138,2811,243
2024-06-13 19:27:00,295043,7933,4795,534
2024-06-13 19:27:15,1158363,45952,21645,6057
2024-06-13 19:27:30,1612204,72131,29958,9947
2024-06-13 19:27:45,2633718,115050,50185,16697
2024-06-13 19:28:00,2778114,124434,52694,19153
2024-06-13 19:28:15,2934434,129648,55737,19899
2024-06-13 19:28:30,2720183,119335,51500,18126
2024-06-13 19:28:45,2755454,121192,51941,19439
2024-06-13 19:29:00,2746303,120785,52066,19334
2024-06-13 19:29:15,2907292,128722,54346,20340
2024-06-13 19:29:30,2839202,126197,53585,19119
2024-06-13 19:29:45,2847825,126483,53661,19198
2024-06-13 19:30:00,2837369,126190,53534,18719
2024-06-13 19:30:15,2847527,125269,53543,19353
2024-06-13 19:30:30,2692839,118759,49644,18991
2024-06-13 19:30:45,2769232,117901,51542,20172
2024-06-13 19:31:00,2746972,113775,51339,19828
2024-06-13 19:31:15,2203016,86398,42510,15287
2024-06-13 19:31:30,1434790,54520,28080,8569
2024-06-13 19:31:45,479316,15194,6980,2404
2024-06-13 19:32:00,213337,2530,2680,132
