"Time","machine69","machine70","Total","machine77"
2024-06-13 19:26:45,238,277,803,279
2024-06-13 19:27:00,233,288,802,283
2024-06-13 19:27:15,321,326,996,321
2024-06-13 19:27:30,357,406,1109,398
2024-06-13 19:27:45,477,439,1374,435
2024-06-13 19:28:00,500,470,1438,470
2024-06-13 19:28:15,512,534,1597,508
2024-06-13 19:28:30,477,580,1602,583
2024-06-13 19:28:45,474,609,1702,609
2024-06-13 19:29:00,459,608,1708,616
2024-06-13 19:29:15,467,596,1684,600
2024-06-13 19:29:30,458,584,1641,588
2024-06-13 19:29:45,459,584,1629,588
2024-06-13 19:30:00,457,560,1582,562
2024-06-13 19:30:15,475,586,1643,583
2024-06-13 19:30:30,461,585,1625,580
2024-06-13 19:30:45,480,573,1637,585
2024-06-13 19:31:00,479,545,1580,552
2024-06-13 19:31:15,374,487,1364,491
2024-06-13 19:31:30,346,400,1139,409
2024-06-13 19:31:45,258,362,959,367
2024-06-13 19:32:00,234,313,862,314
