"Time","Total","sum(container_network_transmit_packets_total{job=""machinesComb"",name!=""cadvisor"",name!=""explorer"",name!=""explorerdb"",name=~"".*-peer.*"",name!~"".*-couch.*""})","Orderers","Couchdb"
2024-06-13 19:26:45,1273211555,41871,8104,1032
2024-06-13 19:27:00,1273319129,46890,10272,1432
2024-06-13 19:27:15,1274206952,79064,22828,5315
2024-06-13 19:27:30,1274686173,101935,28976,7591
2024-06-13 19:27:45,1275761311,140404,46153,13444
2024-06-13 19:28:00,1276356641,161925,54391,16862
2024-06-13 19:28:15,1277357780,206342,70254,21183
2024-06-13 19:28:30,1277790800,221708,77479,24187
2024-06-13 19:28:45,1278858856,267619,92291,29036
2024-06-13 19:29:00,1279470789,295240,100164,32516
2024-06-13 19:29:15,1280452611,332975,115636,36830
2024-06-13 19:29:30,1281065300,360981,124005,39329
2024-06-13 19:29:45,1282043341,396341,138153,44451
2024-06-13 19:30:00,1282648089,426693,146622,46932
2024-06-13 19:30:15,1283664132,464043,161449,52414
2024-06-13 19:30:30,1284130063,481037,166887,55196
2024-06-13 19:30:45,1285178002,524698,184271,59909
2024-06-13 19:31:00,1285769887,552114,194679,62950
2024-06-13 19:31:15,1286027681,560162,197146,63838
2024-06-13 19:31:30,1286082991,560841,197789,63886
2024-06-13 19:31:45,1286165828,561400,198709,63927
2024-06-13 19:32:00,1286213832,561780,199115,63936
