"Time","orderers","peers","Total"
2024-06-13 19:26:45,0.384,346,346
2024-06-13 19:27:00,0.406,348,348
2024-06-13 19:27:15,0.585,349,349
2024-06-13 19:27:30,0.724,351,351
2024-06-13 19:27:45,0.979,353,353
2024-06-13 19:28:00,0.949,353,353
2024-06-13 19:28:15,1.17,353,353
2024-06-13 19:28:30,1.30,355,355
2024-06-13 19:28:45,1.22,356,356
2024-06-13 19:29:00,1.35,357,357
2024-06-13 19:29:15,1.58,359,359
2024-06-13 19:29:30,1.54,359,359
2024-06-13 19:29:45,1.71,360,360
2024-06-13 19:30:00,1.87,362,362
2024-06-13 19:30:15,1.82,363,363
2024-06-13 19:30:30,1.95,364,364
2024-06-13 19:30:45,2.19,367,367
2024-06-13 19:31:00,2.08,367,367
2024-06-13 19:31:15,2.11,364,364
2024-06-13 19:31:30,2.11,367,367
2024-06-13 19:31:45,2.11,365,365
2024-06-13 19:32:00,2.11,366,366
