"Time","orderers","peers","Total"
2024-04-18 09:36:15,0.608,0.571,1.18
2024-04-18 09:36:30,0.629,0.683,1.31
2024-04-18 09:36:45,0.630,0.683,1.31
2024-04-18 09:37:00,0.650,0.782,1.43
2024-04-18 09:37:15,0.481,0.610,1.09
2024-04-18 09:37:30,0.0432,0.217,0.260
2024-04-18 09:37:45,0.0782,0.350,0.428
2024-04-18 09:38:00,0.0791,0.350,0.429
2024-04-18 09:38:15,0.122,0.383,0.505
2024-04-18 09:38:30,0.186,0.395,0.581
2024-04-18 09:38:45,0.259,0.420,0.678
2024-04-18 09:39:00,0.260,0.437,0.698
2024-04-18 09:39:15,0.321,0.453,0.775
2024-04-18 09:39:30,0.383,0.476,0.859
2024-04-18 09:39:45,0.335,0.484,0.819
2024-04-18 09:40:00,0.394,0.508,0.903
2024-04-18 09:40:15,0.466,0.527,0.993
2024-04-18 09:40:30,0.444,0.542,0.986
2024-04-18 09:40:45,0.500,0.556,1.06
2024-04-18 09:41:00,0.562,0.579,1.14
2024-04-18 09:41:15,0.528,0.597,1.13
2024-04-18 09:41:30,0.582,0.618,1.20
2024-04-18 09:41:45,0.639,0.635,1.27
2024-04-18 09:42:00,0.612,0.651,1.26
2024-04-18 09:42:15,0.647,0.659,1.31
