"Time","All machines","machine69","machine70"
2024-04-18 09:36:45,1401,1449,
2024-04-18 09:37:00,2477,2510,
2024-04-18 09:37:15,5320,3432,1570
2024-04-18 09:37:30,7880,4337,3301
2024-04-18 09:37:45,10625,4537,4684
2024-04-18 09:38:00,13222,4520,5881
2024-04-18 09:38:15,60283,23129,24308
2024-04-18 09:38:30,140618,59008,53327
2024-04-18 09:38:45,215860,95340,78470
2024-04-18 09:39:00,291839,132277,106947
2024-04-18 09:39:15,299120,135534,107911
2024-04-18 09:39:30,297950,135315,106649
2024-04-18 09:39:45,298515,134881,106505
2024-04-18 09:40:00,298332,135858,106919
2024-04-18 09:40:15,298800,135654,106885
2024-04-18 09:40:30,298896,136858,105080
2024-04-18 09:40:45,300903,138563,106325
2024-04-18 09:41:00,298468,137425,105931
2024-04-18 09:41:15,299297,137980,106712
2024-04-18 09:41:30,300251,137651,106574
2024-04-18 09:41:45,296430,136255,105823
2024-04-18 09:42:00,299048,137391,106027
2024-04-18 09:42:15,263361,122681,90864
