"Time","All machines","machine69","machine70"
2024-04-18 09:36:45,0,0,
2024-04-18 09:37:00,0,0,
2024-04-18 09:37:15,0,0,0
2024-04-18 09:37:30,0,0,0
2024-04-18 09:37:45,13.8,15.0,0
2024-04-18 09:38:00,50.2,51.2,0
2024-04-18 09:38:15,49.8,52.0,1.02
2024-04-18 09:38:30,51.8,55.3,1.05
2024-04-18 09:38:45,4.28,5.40,1.02
2024-04-18 09:39:00,4.20,3.21,4.04
2024-04-18 09:39:15,4.15,4.29,4.23
2024-04-18 09:39:30,5.29,3.18,5.21
2024-04-18 09:39:45,7.34,4.29,3.13
2024-04-18 09:40:00,6.38,4.29,1.00
2024-04-18 09:40:15,7.45,3.23,0
2024-04-18 09:40:30,8.42,4.26,0
2024-04-18 09:40:45,7.43,3.22,0
2024-04-18 09:41:00,6.35,4.28,2.00
2024-04-18 09:41:15,6.30,4.28,3.04
2024-04-18 09:41:30,4.27,2.18,3.02
2024-04-18 09:41:45,4.28,2.16,3.32
2024-04-18 09:42:00,3.15,1.08,4.07
2024-04-18 09:42:15,4.13,1.07,3.05
