"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 09:36:15,819935695,819614100,256285,65310
2024-04-18 09:36:30,1329191608,1328868849,257201,65558
2024-04-18 09:36:45,1329192630,1328869699,257373,65558
2024-04-18 09:37:00,1629492997,1629167532,259638,65827
2024-04-18 09:37:15,1119872211,1119718426,112917,40868
2024-04-18 09:37:30,809562706,809557751,4409,546
2024-04-18 09:37:45,819265073,819257890,6387,796
2024-04-18 09:38:00,819268861,819260961,7102,798
2024-04-18 09:38:15,819314678,819296102,15710,2866
2024-04-18 09:38:30,819391259,819353832,30844,6583
2024-04-18 09:38:45,819464315,819408591,45540,10184
2024-04-18 09:39:00,819539618,819465973,59525,14120
2024-04-18 09:39:15,819613917,819521473,73916,18528
2024-04-18 09:39:30,819687824,819577216,88772,21836
2024-04-18 09:39:45,819763039,819634038,102828,26173
2024-04-18 09:40:00,819839423,819692780,116553,30090
2024-04-18 09:40:15,819914356,819749050,131589,33717
2024-04-18 09:40:30,819988344,819804918,145304,38122
2024-04-18 09:40:45,820064676,819863878,159215,41583
2024-04-18 09:41:00,820137657,819918326,173703,45628
2024-04-18 09:41:15,820217106,819979866,187247,49993
2024-04-18 09:41:30,820286412,820032107,200934,53371
2024-04-18 09:41:45,820359997,820087172,215446,57379
2024-04-18 09:42:00,820436251,820145128,229792,61331
2024-04-18 09:42:15,820483410,820181519,238194,63697
