"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 09:36:45,37.1,19.3,8.36,9.44
2024-04-18 09:37:00,208,104,52.4,52.4
2024-04-18 09:37:15,196,98.2,48.2,49.2
2024-04-18 09:37:30,158,79.2,39.2,39.2
2024-04-18 09:37:45,5143,2639,1275,1229
2024-04-18 09:38:00,13475,6801,3315,3359
2024-04-18 09:38:15,13472,6771,3423,3278
2024-04-18 09:38:30,13422,6712,3406,3304
2024-04-18 09:38:45,5304,2681,1306,1318
2024-04-18 09:39:00,70.5,36.3,16.6,17.6
2024-04-18 09:39:15,53.7,28.5,11.1,14.1
2024-04-18 09:39:30,38.2,23.0,7.67,7.47
2024-04-18 09:39:45,84.7,48.0,18.1,18.6
2024-04-18 09:40:00,74.7,41.8,16.7,16.2
2024-04-18 09:40:15,52.7,28.6,11.8,12.3
2024-04-18 09:40:30,52.0,28.0,12.2,11.9
2024-04-18 09:40:45,5.48,3.26,1.10,1.11
2024-04-18 09:41:00,37.3,18.6,9.84,8.78
2024-04-18 09:41:15,66.3,32.6,17.4,16.3
2024-04-18 09:41:30,119,65.6,32.0,21.8
2024-04-18 09:41:45,115,59.4,25.1,30.6
2024-04-18 09:42:00,179,89.4,50.4,38.7
2024-04-18 09:42:15,240,125,63.1,52.2
