"Time","Total","Peers","Orderers","Couchdb"
2024-04-18 09:36:15,26986359,13492800,6746356,6747203
2024-04-18 09:36:30,48024534,24011706,12005581,12007247
2024-04-18 09:36:45,48024561,24011720,12005587,12007254
2024-04-18 09:37:00,53918225,26958552,13479003,13480670
2024-04-18 09:37:15,32895293,16447444,8223504,8224345
2024-04-18 09:37:30,26931866,13465752,6732647,6733467
2024-04-18 09:37:45,27006307,13503037,6751237,6752033
2024-04-18 09:38:00,27014059,13506849,6753195,6754015
2024-04-18 09:38:15,27014069,13506853,6753199,6754017
2024-04-18 09:38:30,27014098,13506870,6753205,6754023
2024-04-18 09:38:45,27014113,13506876,6753208,6754029
2024-04-18 09:39:00,27014123,13506882,6753210,6754031
2024-04-18 09:39:15,27014123,13506882,6753210,6754031
2024-04-18 09:39:30,27014148,13506897,6753215,6754036
2024-04-18 09:39:45,27014191,13506920,6753225,6754046
2024-04-18 09:40:00,27014191,13506920,6753225,6754046
2024-04-18 09:40:15,27014196,13506923,6753226,6754047
2024-04-18 09:40:30,27014196,13506923,6753226,6754047
2024-04-18 09:40:45,27014196,13506923,6753226,6754047
2024-04-18 09:41:00,27014225,13506937,6753234,6754054
2024-04-18 09:41:15,27014257,13506953,6753242,6754062
2024-04-18 09:41:30,27014305,13506983,6753255,6754067
2024-04-18 09:41:45,27014313,13506983,6753255,6754075
2024-04-18 09:42:00,27014389,13507018,6753281,6754090
2024-04-18 09:42:15,27014476,13507066,6753300,6754110
