"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 09:36:45,1401,1162,240,0
2024-04-18 09:37:00,2477,2014,439,24.4
2024-04-18 09:37:15,5320,4282,1015,22.9
2024-04-18 09:37:30,7880,6309,1517,54.2
2024-04-18 09:37:45,10625,8637,1932,56.7
2024-04-18 09:38:00,13222,10838,2347,37.0
2024-04-18 09:38:15,60283,46741,11264,2279
2024-04-18 09:38:30,140618,106842,27357,6419
2024-04-18 09:38:45,215860,163414,42249,10197
2024-04-18 09:39:00,291839,220166,56770,14904
2024-04-18 09:39:15,299120,226198,57519,15404
2024-04-18 09:39:30,297950,225408,57232,15310
2024-04-18 09:39:45,298515,226235,56884,15396
2024-04-18 09:40:00,298332,225660,57305,15367
2024-04-18 09:40:15,298800,226371,56745,15685
2024-04-18 09:40:30,298896,226392,56577,15927
2024-04-18 09:40:45,300903,228133,56798,15972
2024-04-18 09:41:00,298468,226153,56310,16004
2024-04-18 09:41:15,299297,226820,56631,15846
2024-04-18 09:41:30,300251,227678,56813,15760
2024-04-18 09:41:45,296430,224749,55899,15782
2024-04-18 09:42:00,299048,227368,55957,15722
2024-04-18 09:42:15,263361,199743,49991,13627
