"Time","Total","Peers","Orderers","Ledgers"
2024-04-18 09:36:15,0,0,0,0
2024-04-18 09:36:30,0,0,0,0
2024-04-18 09:36:45,0,0,0,0
2024-04-18 09:37:00,0,0,0,0
2024-04-18 09:37:15,0,0,0,0
2024-04-18 09:37:30,0,0,0,0
2024-04-18 09:37:45,4,2,1,1
2024-04-18 09:38:00,0,0,0,0
2024-04-18 09:38:15,0,0,0,0
2024-04-18 09:38:30,1,0,0,1
2024-04-18 09:38:45,0,0,0,0
2024-04-18 09:39:00,2,0,0,2
2024-04-18 09:39:15,0,0,0,0
2024-04-18 09:39:30,1,0,0,1
2024-04-18 09:39:45,0,0,0,0
2024-04-18 09:40:00,1,0,0,1
2024-04-18 09:40:15,1,0,0,1
2024-04-18 09:40:30,1,1,0,0
2024-04-18 09:40:45,0,0,0,0
2024-04-18 09:41:00,0,0,0,0
2024-04-18 09:41:15,0,0,0,0
2024-04-18 09:41:30,1,1,0,0
2024-04-18 09:41:45,1,0,0,1
2024-04-18 09:42:00,0,0,0,0
2024-04-18 09:42:15,0,0,0,0
