"Time","machine69","machine70","All Machines"
2024-04-18 09:36:15,0.0254,0.0347,0.0949
2024-04-18 09:36:30,0.0255,0.0347,0.0950
2024-04-18 09:36:45,0.0256,0.0347,0.0951
2024-04-18 09:37:00,0.0256,0.0349,0.0952
2024-04-18 09:37:15,0.000217,0.0349,0.0699
2024-04-18 09:37:30,0.000225,0.000221,0.000446
2024-04-18 09:37:45,0.000225,0.000221,0.000652
2024-04-18 09:38:00,0.000225,0.000225,0.000656
2024-04-18 09:38:15,0.000225,0.000225,0.000656
2024-04-18 09:38:30,0.00260,0.000225,0.00303
2024-04-18 09:38:45,0.00260,0.000225,0.00534
2024-04-18 09:39:00,0.00260,0.0106,0.0157
2024-04-18 09:39:15,0.00260,0.0106,0.0157
2024-04-18 09:39:30,0.00429,0.0106,0.0174
2024-04-18 09:39:45,0.00945,0.0106,0.0278
2024-04-18 09:40:00,0.00945,0.0227,0.0399
2024-04-18 09:40:15,0.00945,0.0227,0.0399
2024-04-18 09:40:30,0.0163,0.0227,0.0467
2024-04-18 09:40:45,0.0163,0.0227,0.0520
2024-04-18 09:41:00,0.0163,0.0347,0.0640
2024-04-18 09:41:15,0.0163,0.0347,0.0640
2024-04-18 09:41:30,0.0232,0.0347,0.0709
2024-04-18 09:41:45,0.0232,0.0347,0.0761
2024-04-18 09:42:00,0.0232,0.0468,0.0882
2024-04-18 09:42:15,0.0232,0.0468,0.0882
