"Time","All machines","machine69","machine70"
2024-04-18 09:36:45,1665,1736,
2024-04-18 09:37:00,2665,2669,
2024-04-18 09:37:15,5630,3562,1689
2024-04-18 09:37:30,8000,4343,3357
2024-04-18 09:37:45,10800,4359,4694
2024-04-18 09:38:00,13402,4291,5856
2024-04-18 09:38:15,74585,25714,27502
2024-04-18 09:38:30,185093,69552,60106
2024-04-18 09:38:45,289902,114895,90554
2024-04-18 09:39:00,395801,161300,124094
2024-04-18 09:39:15,412744,167396,125914
2024-04-18 09:39:30,410897,167753,125336
2024-04-18 09:39:45,413335,167420,125318
2024-04-18 09:40:00,410571,168062,125077
2024-04-18 09:40:15,412104,167089,124975
2024-04-18 09:40:30,411476,167442,123478
2024-04-18 09:40:45,412914,168201,124762
2024-04-18 09:41:00,410185,168144,124153
2024-04-18 09:41:15,409899,168027,124636
2024-04-18 09:41:30,412485,167904,124836
2024-04-18 09:41:45,408700,166965,124482
2024-04-18 09:42:00,412650,167910,124637
2024-04-18 09:42:15,363163,151719,106927
