"Time","All machines","machine69","machine70"
2024-04-18 09:36:15,855012214,526329859,311408460
2024-04-18 09:36:30,1380953707,1052271352,311408460
2024-04-18 09:36:45,1380954922,1052272530,311408460
2024-04-18 09:37:00,1692117876,1052273734,311411653
2024-04-18 09:37:15,1165790545,525944608,622572067
2024-04-18 09:37:30,837111065,525945890,311165274
2024-04-18 09:37:45,854318311,525947022,311166650
2024-04-18 09:38:00,854322131,525948079,311167992
2024-04-18 09:38:15,854380828,525968658,311189485
2024-04-18 09:38:30,854484780,526009576,311220553
2024-04-18 09:38:45,854585279,526052714,311249971
2024-04-18 09:39:00,854690082,526094375,311283714
2024-04-18 09:39:15,854790862,526135840,311316536
2024-04-18 09:39:30,854893305,526178849,311343600
2024-04-18 09:39:45,854997493,526219096,311377943
2024-04-18 09:40:00,855103670,526262116,311410446
2024-04-18 09:40:15,855206789,526302285,311441177
2024-04-18 09:40:30,855306551,526346111,311470546
2024-04-18 09:40:45,855412935,526387911,311504484
2024-04-18 09:41:00,855512442,526429911,311533783
2024-04-18 09:41:15,855623764,526471503,311565258
2024-04-18 09:41:30,855716705,526514787,311593106
2024-04-18 09:41:45,855819111,526554619,311624342
2024-04-18 09:42:00,855924869,526597936,311659939
2024-04-18 09:42:15,855990854,526625711,311673917
