"Time","All machines","machine69","machine70"
2024-04-18 09:36:15,5.13,3.06,3.35
2024-04-18 09:36:30,5.84,4.48,3.35
2024-04-18 09:36:45,5.84,4.49,3.35
2024-04-18 09:37:00,6.43,4.50,4.09
2024-04-18 09:37:15,4.92,1.44,4.54
2024-04-18 09:37:30,1.33,1.44,1.23
2024-04-18 09:37:45,2.11,1.45,1.25
2024-04-18 09:38:00,2.11,1.45,1.25
2024-04-18 09:38:15,2.39,1.73,1.29
2024-04-18 09:38:30,2.66,1.90,1.53
2024-04-18 09:38:45,3.01,2.14,1.71
2024-04-18 09:39:00,3.10,2.15,1.74
2024-04-18 09:39:15,3.35,2.31,1.91
2024-04-18 09:39:30,3.67,2.54,2.07
2024-04-18 09:39:45,3.58,2.47,2.08
2024-04-18 09:40:00,3.88,2.71,2.32
2024-04-18 09:40:15,4.23,2.91,2.55
2024-04-18 09:40:30,4.30,2.93,2.55
2024-04-18 09:40:45,4.54,3.10,2.78
2024-04-18 09:41:00,4.86,3.28,3.04
2024-04-18 09:41:15,4.93,3.32,3.10
2024-04-18 09:41:30,5.24,3.50,3.32
2024-04-18 09:41:45,5.56,3.66,3.51
2024-04-18 09:42:00,5.61,3.69,3.54
2024-04-18 09:42:15,5.62,3.68,3.55
