"Time","All machines","machine69","machine70"
2024-04-18 09:36:15,1.64,0.489,0.536
2024-04-18 09:36:30,1.87,0.716,0.536
2024-04-18 09:36:45,1.87,0.718,0.536
2024-04-18 09:37:00,2.06,0.719,0.654
2024-04-18 09:37:15,1.57,0.231,0.727
2024-04-18 09:37:30,0.426,0.231,0.196
2024-04-18 09:37:45,0.675,0.232,0.200
2024-04-18 09:38:00,0.676,0.232,0.200
2024-04-18 09:38:15,0.766,0.277,0.206
2024-04-18 09:38:30,0.851,0.304,0.244
2024-04-18 09:38:45,0.963,0.343,0.274
2024-04-18 09:39:00,0.993,0.344,0.279
2024-04-18 09:39:15,1.07,0.369,0.306
2024-04-18 09:39:30,1.17,0.407,0.331
2024-04-18 09:39:45,1.14,0.396,0.333
2024-04-18 09:40:00,1.24,0.434,0.371
2024-04-18 09:40:15,1.36,0.465,0.409
2024-04-18 09:40:30,1.37,0.469,0.409
2024-04-18 09:40:45,1.45,0.496,0.444
2024-04-18 09:41:00,1.56,0.524,0.486
2024-04-18 09:41:15,1.58,0.531,0.495
2024-04-18 09:41:30,1.68,0.559,0.531
2024-04-18 09:41:45,1.78,0.585,0.562
2024-04-18 09:42:00,1.80,0.591,0.566
2024-04-18 09:42:15,1.80,0.589,0.568
