"Time","All machines","machine69","machine70"
2024-04-17 23:21:45,0,0,0
2024-04-17 23:22:00,0,0,0
2024-04-17 23:22:15,0,0,0
2024-04-17 23:22:30,0,0,0
2024-04-17 23:22:45,0,0,0
2024-04-17 23:23:00,0,0,0
2024-04-17 23:23:15,28.9,1.07,3.04
2024-04-17 23:23:30,28.9,1.08,4.03
2024-04-17 23:23:45,33.4,4.32,5.08
2024-04-17 23:24:00,10.6,4.32,4.17
2024-04-17 23:24:15,12.8,8.64,4.05
2024-04-17 23:24:30,13.8,9.72,2.10
2024-04-17 23:24:45,8.53,6.49,3.03
2024-04-17 23:25:00,8.41,6.40,4.05
2024-04-17 23:25:15,4.30,2.16,3.15
2024-04-17 23:25:30,13.9,10.7,3.01
2024-04-17 23:25:45,14.9,11.9,5.04
2024-04-17 23:26:00,15.0,11.5,7.07
2024-04-17 23:26:15,9.50,5.24,6.11
2024-04-17 23:26:30,7.33,1.07,5.41
2024-04-17 23:26:45,9.41,1.09,6.07
2024-04-17 23:27:00,9.51,3.21,4.07
