"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 23:21:45,0,0,0,0
2024-04-17 23:22:00,0,0,0,0
2024-04-17 23:22:15,52.1,25.9,13.0,13.1
2024-04-17 23:22:30,52.4,26.4,12.9,13.1
2024-04-17 23:22:45,52.3,26.3,13.2,12.8
2024-04-17 23:23:00,52.2,25.8,13.2,13.1
2024-04-17 23:23:15,27.6,16.6,5.48,5.49
2024-04-17 23:23:30,48.7,29.1,9.72,9.94
2024-04-17 23:23:45,48.8,29.2,9.61,9.95
2024-04-17 23:24:00,21.9,13.2,4.39,4.39
2024-04-17 23:24:15,16.3,9.77,3.21,3.31
2024-04-17 23:24:30,27.3,16.5,5.40,5.36
2024-04-17 23:24:45,27.5,16.5,5.42,5.58
2024-04-17 23:25:00,27.5,16.6,5.48,5.46
2024-04-17 23:25:15,1.07,0,0,1.07
2024-04-17 23:25:30,1153,580,285,288
2024-04-17 23:25:45,1141,570,289,282
2024-04-17 23:26:00,1156,583,293,281
2024-04-17 23:26:15,1020,568,225,226
2024-04-17 23:26:30,0,0,0,0
2024-04-17 23:26:45,1.09,0,1.09,0
2024-04-17 23:27:00,1.09,0,1.09,0
