"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 23:21:45,0,0,0,0
2024-04-17 23:22:00,0,0,0,0
2024-04-17 23:22:15,0,0,0,0
2024-04-17 23:22:30,0,0,0,0
2024-04-17 23:22:45,0,0,0,0
2024-04-17 23:23:00,0,0,0,0
2024-04-17 23:23:15,28.9,27.9,0,1.03
2024-04-17 23:23:30,28.9,27.8,0,1.02
2024-04-17 23:23:45,33.4,30.2,0,3.19
2024-04-17 23:24:00,10.6,3.13,1.08,6.36
2024-04-17 23:24:15,12.8,3.26,1.05,8.51
2024-04-17 23:24:30,13.8,2.17,2.10,9.50
2024-04-17 23:24:45,8.53,1.03,2.09,5.41
2024-04-17 23:25:00,8.41,2.10,2.07,4.25
2024-04-17 23:25:15,4.30,1.07,2.17,1.05
2024-04-17 23:25:30,13.9,2.15,8.53,3.22
2024-04-17 23:25:45,14.9,1.09,8.50,5.26
2024-04-17 23:26:00,15.0,1.07,6.53,7.42
2024-04-17 23:26:15,9.50,2.12,2.12,5.26
2024-04-17 23:26:30,7.33,2.10,0,5.23
2024-04-17 23:26:45,9.41,3.14,0,6.27
2024-04-17 23:27:00,9.51,4.23,0,5.28
