"Time","Total","Peers","Orderers","Couchsdb"
2024-04-17 23:21:45,5338,4100,1212,26.4
2024-04-17 23:22:00,7829,6095,1710,24.1
2024-04-17 23:22:15,9910,7857,1996,57.5
2024-04-17 23:22:30,13082,10691,2349,41.6
2024-04-17 23:22:45,14490,11963,2487,40.8
2024-04-17 23:23:00,15373,12714,2641,18.3
2024-04-17 23:23:15,87067,68780,13855,4432
2024-04-17 23:23:30,177635,139753,27390,10492
2024-04-17 23:23:45,270337,212803,41148,16386
2024-04-17 23:24:00,342639,267977,52891,21771
2024-04-17 23:24:15,343108,268589,52706,21813
2024-04-17 23:24:30,341422,267775,51788,21859
2024-04-17 23:24:45,341095,267501,51647,21947
2024-04-17 23:25:00,339723,265350,52281,22091
2024-04-17 23:25:15,341184,266798,52268,22118
2024-04-17 23:25:30,340779,266667,51997,22116
2024-04-17 23:25:45,340414,266902,51369,22143
2024-04-17 23:26:00,336269,264193,50717,21359
2024-04-17 23:26:15,339997,266730,51417,21850
2024-04-17 23:26:30,336668,262748,52106,21814
2024-04-17 23:26:45,340561,266442,51988,22130
2024-04-17 23:27:00,337943,264382,51880,21681
