"Time","machine69","machine70","Total","machine77"
2024-08-03 20:56:45,0,185,701,245
2024-08-03 20:57:00,0.00528,228,735,245
2024-08-03 20:57:15,0.00528,273,906,316
2024-08-03 20:57:30,,383,1075,316
2024-08-03 20:57:45,,238,1295,451
2024-08-03 20:58:00,,453,1349,452
2024-08-03 20:58:15,0,336,1396,449
2024-08-03 20:58:30,,460,1440,448
2024-08-03 20:58:45,,421,1512,464
2024-08-03 20:59:00,0,465,1512,468
2024-08-03 20:59:15,0,312,1509,481
2024-08-03 20:59:30,0,471,1507,482
2024-08-03 20:59:45,0,426,1497,480
2024-08-03 21:00:00,0,476,1514,480
2024-08-03 21:00:15,0.0000863,456,1589,524
2024-08-03 21:00:30,,560,1606,525
2024-08-03 21:00:45,,262,1675,528
2024-08-03 21:01:00,0,546,1679,528
2024-08-03 21:01:15,0.0000888,277,1410,487
2024-08-03 21:01:30,,395,1205,486
2024-08-03 21:01:45,0,328,906,300
2024-08-03 21:02:00,0,303,845,299
2024-08-03 21:02:15,0.0000619,255,831,308
2024-08-03 21:02:30,,306,834,308
