"Time","orderers","peers","Total"
2024-08-03 20:56:45,0.114,3.48,3.48
2024-08-03 20:57:00,0.125,3.68,3.68
2024-08-03 20:57:15,0.195,3.90,3.90
2024-08-03 20:57:30,0.248,3.99,3.99
2024-08-03 20:57:45,0.304,3.98,3.98
2024-08-03 20:58:00,0.307,4.02,4.02
2024-08-03 20:58:15,0.363,4.03,4.03
2024-08-03 20:58:30,0.391,4.09,4.09
2024-08-03 20:58:45,0.396,4.14,4.14
2024-08-03 20:59:00,0.449,4.07,4.07
2024-08-03 20:59:15,0.488,4.20,4.20
2024-08-03 20:59:30,0.461,4.30,4.30
2024-08-03 20:59:45,0.551,4.36,4.36
2024-08-03 21:00:00,0.582,4.36,4.36
2024-08-03 21:00:15,0.586,4.45,4.45
2024-08-03 21:00:30,0.640,4.57,4.57
2024-08-03 21:00:45,0.686,4.52,4.52
2024-08-03 21:01:00,0.662,4.48,4.48
2024-08-03 21:01:15,0.672,4.49,4.49
2024-08-03 21:01:30,0.673,4.72,4.72
2024-08-03 21:01:45,0.675,4.71,4.71
2024-08-03 21:02:00,0.675,4.44,4.44
2024-08-03 21:02:15,0.675,4.52,4.52
2024-08-03 21:02:30,0.675,4.53,4.53
