"Time","machine69","machine70","All Machines","machine77"
2024-08-03 20:56:45,0.356,0.185,0.725,0.185
2024-08-03 20:57:00,0.356,0.185,0.725,0.185
2024-08-03 20:57:15,0.356,0.185,0.726,0.185
2024-08-03 20:57:30,0.356,0.185,0.726,0.185
2024-08-03 20:57:45,0.356,0.185,0.726,0.185
2024-08-03 20:58:00,0.356,0.185,0.726,0.185
2024-08-03 20:58:15,0.356,0.187,0.733,0.187
2024-08-03 20:58:30,0.360,0.187,0.733,0.187
2024-08-03 20:58:45,0.360,0.187,0.733,0.187
2024-08-03 20:59:00,0.360,0.187,0.733,0.187
2024-08-03 20:59:15,0.360,0.187,0.741,0.189
2024-08-03 20:59:30,0.363,0.189,0.741,0.189
2024-08-03 20:59:45,0.363,0.189,0.741,0.189
2024-08-03 21:00:00,0.363,0.189,0.741,0.189
2024-08-03 21:00:15,0.363,0.191,0.748,0.191
2024-08-03 21:00:30,0.367,0.191,0.748,0.191
2024-08-03 21:00:45,0.367,0.191,0.748,0.191
2024-08-03 21:01:00,0.367,0.191,0.748,0.191
2024-08-03 21:01:15,0.367,0.191,0.755,0.192
2024-08-03 21:01:30,0.370,0.192,0.755,0.192
2024-08-03 21:01:45,0.370,0.192,0.755,0.192
2024-08-03 21:02:00,0.370,0.192,0.755,0.192
2024-08-03 21:02:15,0.370,0.192,0.755,0.192
2024-08-03 21:02:30,0.370,0.192,0.755,0.192
