"Time","machine69","machine70","Total","machine77"
2024-08-03 21:44:30,,251,721,256
2024-08-03 21:44:45,,186,769,242
2024-08-03 21:45:00,0,310,967,242
2024-08-03 21:45:15,0.00254,320,1258,456
2024-08-03 21:45:30,0,499,1495,462
2024-08-03 21:45:45,0,403,1619,546
2024-08-03 21:46:00,0,544,1684,546
2024-08-03 21:46:15,0,270,1721,577
2024-08-03 21:46:30,,578,1745,578
2024-08-03 21:46:45,0,347,1734,568
2024-08-03 21:47:00,0,565,1729,568
2024-08-03 21:47:15,0.0769,471,1740,577
2024-08-03 21:47:30,0,602,1759,578
2024-08-03 21:47:45,0,372,1724,555
2024-08-03 21:48:00,0,557,1671,555
2024-08-03 21:48:15,0,416,1687,592
2024-08-03 21:48:30,0,592,1701,593
2024-08-03 21:48:45,0,532,1676,574
2024-08-03 21:49:00,0,512,1412,573
2024-08-03 21:49:15,0.0000933,251,1067,320
2024-08-03 21:49:30,,270,858,321
