"Time","machine69","machine70","All Machines","machine77"
2024-08-03 21:44:30,0.356,0.185,0.726,0.185
2024-08-03 21:44:45,0.356,0.185,0.726,0.185
2024-08-03 21:45:00,0.356,0.185,0.726,0.185
2024-08-03 21:45:15,0.356,0.185,0.726,0.185
2024-08-03 21:45:30,0.356,0.185,0.726,0.185
2024-08-03 21:45:45,0.356,0.185,0.733,0.185
2024-08-03 21:46:00,0.356,0.187,0.733,0.185
2024-08-03 21:46:15,0.356,0.187,0.733,0.187
2024-08-03 21:46:30,0.359,0.187,0.733,0.187
2024-08-03 21:46:45,0.359,0.189,0.739,0.187
2024-08-03 21:47:00,0.359,0.189,0.739,0.187
2024-08-03 21:47:15,0.359,0.189,0.739,0.189
2024-08-03 21:47:30,0.362,0.189,0.739,0.189
2024-08-03 21:47:45,0.362,0.191,0.746,0.189
2024-08-03 21:48:00,0.362,0.191,0.746,0.189
2024-08-03 21:48:15,0.362,0.191,0.746,0.191
2024-08-03 21:48:30,0.365,0.191,0.746,0.191
2024-08-03 21:48:45,0.365,0.192,0.752,0.191
2024-08-03 21:49:00,0.365,0.192,0.752,0.191
2024-08-03 21:49:15,0.365,0.192,0.752,0.192
2024-08-03 21:49:30,0.368,0.192,0.752,0.192
