"Time","All machines","machine69","machine70","machine77"
2024-08-03 21:44:30,117,,0,0
2024-08-03 21:44:45,9.88,,0,0
2024-08-03 21:45:00,10.5,0,0,0
2024-08-03 21:45:15,16.5,0,0,189
2024-08-03 21:45:30,23.8,,0,256
2024-08-03 21:45:45,33.8,,2.01,4.03
2024-08-03 21:46:00,30.2,,3.02,4.03
2024-08-03 21:46:15,115,,0,0
2024-08-03 21:46:30,119,,1.95,0
2024-08-03 21:46:45,130,,0,0
2024-08-03 21:47:00,49.7,,154,0
2024-08-03 21:47:15,35.9,0,88.7,0
2024-08-03 21:47:30,4.01,,0,0
2024-08-03 21:47:45,15.1,0,0,0
2024-08-03 21:48:00,14.0,0,0,0
2024-08-03 21:48:15,20.5,,0,0
2024-08-03 21:48:30,11.6,,2.98,0
2024-08-03 21:48:45,7.56,,2.01,0
2024-08-03 21:49:00,6.54,,0,0
2024-08-03 21:49:15,0,0,0,0
2024-08-03 21:49:30,0,,0,0
