"Time","machine69","machine70","All Machines","machine77"
2024-08-03 21:44:30,0.606,0.315,0.618,0.157
2024-08-03 21:44:45,0.606,0.315,0.618,0.157
2024-08-03 21:45:00,0.606,0.315,0.618,0.157
2024-08-03 21:45:15,0.606,0.315,0.618,0.157
2024-08-03 21:45:30,0.606,0.315,0.618,0.157
2024-08-03 21:45:45,0.606,0.315,0.623,0.157
2024-08-03 21:46:00,0.606,0.318,0.623,0.157
2024-08-03 21:46:15,0.606,0.318,0.624,0.159
2024-08-03 21:46:30,0.611,0.318,0.624,0.159
2024-08-03 21:46:45,0.611,0.321,0.629,0.159
2024-08-03 21:47:00,0.611,0.321,0.629,0.159
2024-08-03 21:47:15,0.611,0.321,0.629,0.161
2024-08-03 21:47:30,0.616,0.321,0.629,0.161
2024-08-03 21:47:45,0.616,0.324,0.635,0.161
2024-08-03 21:48:00,0.616,0.324,0.635,0.161
2024-08-03 21:48:15,0.616,0.324,0.635,0.162
2024-08-03 21:48:30,0.621,0.324,0.635,0.162
2024-08-03 21:48:45,0.621,0.327,0.640,0.162
2024-08-03 21:49:00,0.621,0.327,0.640,0.162
2024-08-03 21:49:15,0.621,0.327,0.640,0.164
2024-08-03 21:49:30,0.626,0.327,0.640,0.164
