"Time","All machines","machine69","machine70","machine77"
2024-08-03 21:44:30,3.81,1.56,1.13,1.17
2024-08-03 21:44:45,3.98,1.56,1.19,1.18
2024-08-03 21:45:00,4.06,1.56,1.23,1.18
2024-08-03 21:45:15,4.13,1.56,1.18,1.30
2024-08-03 21:45:30,4.29,1.65,1.20,1.30
2024-08-03 21:45:45,4.31,1.65,1.34,1.32
2024-08-03 21:46:00,4.48,1.65,1.36,1.32
2024-08-03 21:46:15,4.40,1.65,1.38,1.39
2024-08-03 21:46:30,4.66,1.80,1.38,1.39
2024-08-03 21:46:45,4.53,1.80,1.43,1.33
2024-08-03 21:47:00,4.72,1.80,1.45,1.33
2024-08-03 21:47:15,4.71,1.80,1.48,1.49
2024-08-03 21:47:30,4.75,1.82,1.49,1.49
2024-08-03 21:47:45,4.96,1.82,1.51,1.51
2024-08-03 21:48:00,4.89,1.82,1.47,1.51
2024-08-03 21:48:15,5.07,1.82,1.54,1.54
2024-08-03 21:48:30,5.08,1.93,1.55,1.54
2024-08-03 21:48:45,5.17,1.93,1.64,1.60
2024-08-03 21:49:00,5.08,1.93,1.64,1.60
2024-08-03 21:49:15,5.22,1.93,1.61,1.58
2024-08-03 21:49:30,5.12,1.93,1.61,1.58
