"Time","orderers","peers","Total"
2024-08-03 21:44:30,0.418,11.3,11.3
2024-08-03 21:44:45,0.530,11.8,11.8
2024-08-03 21:45:00,0.695,12.0,12.0
2024-08-03 21:45:15,0.910,12.1,12.1
2024-08-03 21:45:30,1.00,12.6,12.6
2024-08-03 21:45:45,1.06,12.7,12.7
2024-08-03 21:46:00,1.20,13.2,13.2
2024-08-03 21:46:15,1.18,12.9,12.9
2024-08-03 21:46:30,1.28,13.7,13.7
2024-08-03 21:46:45,1.55,13.2,13.2
2024-08-03 21:47:00,1.61,13.7,13.7
2024-08-03 21:47:15,1.63,13.6,13.6
2024-08-03 21:47:30,1.76,13.7,13.7
2024-08-03 21:47:45,2.01,14.2,14.2
2024-08-03 21:48:00,1.91,14.0,14.0
2024-08-03 21:48:15,2.15,14.4,14.4
2024-08-03 21:48:30,2.27,14.3,14.3
2024-08-03 21:48:45,2.19,14.6,14.6
2024-08-03 21:49:00,2.20,14.5,14.5
2024-08-03 21:49:15,2.20,14.9,14.9
2024-08-03 21:49:30,2.20,14.6,14.6
