"Time","orderers","peers","Total"
2024-08-03 21:44:30,0.134,3.61,3.61
2024-08-03 21:44:45,0.169,3.77,3.77
2024-08-03 21:45:00,0.222,3.85,3.85
2024-08-03 21:45:15,0.291,3.89,3.89
2024-08-03 21:45:30,0.320,4.04,4.04
2024-08-03 21:45:45,0.339,4.06,4.06
2024-08-03 21:46:00,0.383,4.22,4.22
2024-08-03 21:46:15,0.378,4.12,4.12
2024-08-03 21:46:30,0.409,4.38,4.38
2024-08-03 21:46:45,0.495,4.21,4.21
2024-08-03 21:47:00,0.516,4.38,4.38
2024-08-03 21:47:15,0.523,4.36,4.36
2024-08-03 21:47:30,0.563,4.38,4.38
2024-08-03 21:47:45,0.644,4.56,4.56
2024-08-03 21:48:00,0.611,4.47,4.47
2024-08-03 21:48:15,0.686,4.60,4.60
2024-08-03 21:48:30,0.727,4.59,4.59
2024-08-03 21:48:45,0.700,4.68,4.68
2024-08-03 21:49:00,0.703,4.63,4.63
2024-08-03 21:49:15,0.704,4.77,4.77
2024-08-03 21:49:30,0.704,4.67,4.67
