"Time","machine69","machine70","All Machines","machine77"
2024-07-31 12:55:30,0.581,0.296,0.586,0.148
2024-07-31 12:55:45,0.581,0.296,0.586,0.148
2024-07-31 12:56:00,0.581,0.296,0.587,0.148
2024-07-31 12:56:15,0.581,0.296,0.587,0.148
2024-07-31 12:56:30,0.581,0.296,0.587,0.148
2024-07-31 12:56:45,0.581,0.296,0.587,0.148
2024-07-31 12:57:00,0.581,0.296,0.588,0.148
2024-07-31 12:57:15,0.581,0.296,0.593,0.149
2024-07-31 12:57:30,0.587,0.299,0.593,0.149
2024-07-31 12:57:45,0.587,0.299,0.593,0.150
2024-07-31 12:58:00,0.587,0.299,0.593,0.150
2024-07-31 12:58:15,0.587,0.299,0.599,0.151
2024-07-31 12:58:30,0.593,0.302,0.599,0.151
2024-07-31 12:58:45,0.593,0.302,0.599,0.151
2024-07-31 12:59:00,0.593,0.302,0.599,0.151
2024-07-31 12:59:15,0.593,0.306,0.605,0.153
2024-07-31 12:59:30,0.599,0.306,0.605,0.153
2024-07-31 12:59:45,0.599,0.306,0.605,0.153
2024-07-31 13:00:00,0.599,0.306,0.608,0.153
2024-07-31 13:00:15,0.599,0.309,0.611,0.154
2024-07-31 13:00:30,0.605,0.309,0.612,0.154
2024-07-31 13:00:45,0.605,0.309,0.612,0.154
2024-07-31 13:01:00,0.605,0.309,0.612,0.154
