"Time","Total","Peers","Orderers"
2024-07-31 12:55:30,0.586,0.131,0.000545
2024-07-31 12:55:45,0.586,0.131,0.000545
2024-07-31 12:56:00,0.587,0.131,0.000545
2024-07-31 12:56:15,0.587,0.131,0.000581
2024-07-31 12:56:30,0.587,0.131,0.000607
2024-07-31 12:56:45,0.587,0.131,0.000607
2024-07-31 12:57:00,0.588,0.132,0.000607
2024-07-31 12:57:15,0.593,0.136,0.00217
2024-07-31 12:57:30,0.593,0.136,0.00229
2024-07-31 12:57:45,0.593,0.136,0.00229
2024-07-31 12:58:00,0.593,0.136,0.00229
2024-07-31 12:58:15,0.599,0.140,0.00396
2024-07-31 12:58:30,0.599,0.140,0.00396
2024-07-31 12:58:45,0.599,0.140,0.00396
2024-07-31 12:59:00,0.599,0.140,0.00396
2024-07-31 12:59:15,0.605,0.145,0.00564
2024-07-31 12:59:30,0.605,0.145,0.00564
2024-07-31 12:59:45,0.605,0.145,0.00564
2024-07-31 13:00:00,0.608,0.148,0.00564
2024-07-31 13:00:15,0.611,0.149,0.00716
2024-07-31 13:00:30,0.612,0.149,0.00726
2024-07-31 13:00:45,0.612,0.149,0.00726
2024-07-31 13:01:00,0.612,0.149,0.00726
