"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:09:00,677,513,164,0
2024-04-19 11:09:15,1706,1385,320,0
2024-04-19 11:09:30,2755,2238,496,21.0
2024-04-19 11:09:45,5839,4697,1122,20.4
2024-04-19 11:10:00,7954,6411,1491,51.9
2024-04-19 11:10:15,10999,9019,1927,52.8
2024-04-19 11:10:30,16211,13518,2649,43.6
2024-04-19 11:10:45,81532,62422,15398,3712
2024-04-19 11:11:00,161088,122749,30436,7904
2024-04-19 11:11:15,242430,183850,45879,12701
2024-04-19 11:11:30,306983,231787,58452,16744
2024-04-19 11:11:45,304492,231839,56344,16310
2024-04-19 11:12:00,299079,227108,55714,16256
2024-04-19 11:12:15,295824,224268,55643,15913
2024-04-19 11:12:30,297014,225436,55649,15929
2024-04-19 11:12:45,296012,224873,55187,15952
2024-04-19 11:13:00,297161,226033,54949,16179
2024-04-19 11:13:15,294447,224455,53905,16086
2024-04-19 11:13:30,293264,223166,53555,16543
2024-04-19 11:13:45,292222,223607,52074,16541
2024-04-19 11:14:00,291927,222731,52478,16719
2024-04-19 11:14:15,292384,224136,51442,16806
2024-04-19 11:14:30,293696,224121,53084,16491
