"Time","Total","Peers","Orderers"
2024-04-19 11:08:45,0.0287,0.0277,0.00100
2024-04-19 11:09:00,0.0293,0.0280,0.00134
2024-04-19 11:09:15,0.0293,0.0280,0.00134
2024-04-19 11:09:30,0.0300,0.0283,0.00170
2024-04-19 11:09:45,0.0300,0.0283,0.00170
2024-04-19 11:10:00,0.0301,0.0284,0.00170
2024-04-19 11:10:15,0.0307,0.0287,0.00201
2024-04-19 11:10:30,0.0307,0.0287,0.00201
2024-04-19 11:10:45,0.0307,0.0287,0.00201
2024-04-19 11:11:00,0.0364,0.0326,0.00374
2024-04-19 11:11:15,0.0477,0.0439,0.00383
2024-04-19 11:11:30,0.0623,0.0581,0.00422
2024-04-19 11:11:45,0.0528,0.0489,0.00388
2024-04-19 11:12:00,0.0566,0.0480,0.00857
2024-04-19 11:12:15,0.0836,0.0748,0.00878
2024-04-19 11:12:30,0.100,0.0910,0.00920
2024-04-19 11:12:45,0.100,0.0910,0.00920
2024-04-19 11:13:00,0.148,0.134,0.0145
2024-04-19 11:13:15,0.149,0.134,0.0147
2024-04-19 11:13:30,0.165,0.150,0.0152
2024-04-19 11:13:45,0.165,0.150,0.0152
2024-04-19 11:14:00,0.187,0.166,0.0204
2024-04-19 11:14:15,0.213,0.193,0.0207
2024-04-19 11:14:30,0.230,0.209,0.0211
