"Time","orderers","peers","Total"
2024-06-24 20:19:30,0.366,344,344
2024-06-24 20:19:45,0.392,345,345
2024-06-24 20:20:00,0.551,347,347
2024-06-24 20:20:15,0.786,350,350
2024-06-24 20:20:30,0.952,351,351
2024-06-24 20:20:45,0.953,351,351
2024-06-24 20:21:00,1.11,352,352
2024-06-24 20:21:15,1.31,353,353
2024-06-24 20:21:30,1.31,353,353
2024-06-24 20:21:45,1.43,355,355
2024-06-24 20:22:00,1.61,356,356
2024-06-24 20:22:15,1.54,358,358
2024-06-24 20:22:30,1.73,358,358
2024-06-24 20:22:45,1.92,359,359
2024-06-24 20:23:00,1.87,360,360
2024-06-24 20:23:15,2.03,361,361
2024-06-24 20:23:30,2.18,363,363
2024-06-24 20:23:45,2.12,365,365
2024-06-24 20:24:00,2.16,363,363
2024-06-24 20:24:15,2.16,363,363
2024-06-24 20:24:30,2.17,364,364
