"Time","orderers","peers","Total"
2024-04-19 18:40:45,2.13,2.85,4.98
2024-04-19 18:41:00,2.29,2.99,5.28
2024-04-19 18:41:15,2.52,3.03,5.54
2024-04-19 18:41:30,2.70,3.11,5.81
2024-04-19 18:41:45,2.26,2.66,4.91
2024-04-19 18:42:00,1.06,1.44,2.50
2024-04-19 18:42:15,1.25,1.49,2.74
2024-04-19 18:42:30,1.12,1.55,2.66
2024-04-19 18:42:45,1.30,1.61,2.91
2024-04-19 18:43:00,1.53,1.67,3.20
2024-04-19 18:43:15,1.44,1.72,3.16
2024-04-19 18:43:30,1.63,1.76,3.39
2024-04-19 18:43:45,1.80,1.85,3.65
2024-04-19 18:44:00,1.70,1.88,3.58
2024-04-19 18:44:15,1.87,1.95,3.82
2024-04-19 18:44:30,2.01,1.98,4.00
2024-04-19 18:44:45,1.93,2.02,3.95
