"Time","machine69","machine70","All Machines","machine77"
2024-04-19 18:40:45,0.330,0.304,0.384,0.0671
2024-04-19 18:41:00,0.336,0.304,0.395,0.0671
2024-04-19 18:41:15,0.336,0.304,0.395,0.0752
2024-04-19 18:41:30,0.336,0.354,0.420,0.0752
2024-04-19 18:41:45,0.00769,0.354,0.256,0.0752
2024-04-19 18:42:00,0.00769,0.0514,0.0579,0.00874
2024-04-19 18:42:15,0.0469,0.0514,0.0954,0.0462
2024-04-19 18:42:30,0.0469,0.0519,0.133,0.0462
2024-04-19 18:42:45,0.0469,0.127,0.133,0.0462
2024-04-19 18:43:00,0.0793,0.127,0.153,0.0462
2024-04-19 18:43:15,0.0862,0.127,0.190,0.0837
2024-04-19 18:43:30,0.0862,0.202,0.228,0.0837
2024-04-19 18:43:45,0.0862,0.202,0.228,0.0837
2024-04-19 18:44:00,0.125,0.202,0.247,0.0837
2024-04-19 18:44:15,0.125,0.202,0.285,0.121
2024-04-19 18:44:30,0.125,0.277,0.322,0.121
2024-04-19 18:44:45,0.125,0.277,0.322,0.121
